code,subject,number,enrollment,peak_demand,peak_demand_day,section,times,locations,rating,workload,id,name
MUSI 218,MUSI,218,17,26,2019-08-28,1,TTh 10.30-11.20,STOECK 210,3.92,1.9500000000000002,2127,Elementary Musicianship I
MUSI 219,MUSI,219,10,11,2019-09-03,1,MW 13.30-14.20,STOECK 313,3.84,1.88,2128,Elementary Musicianship II
MUSI 220,MUSI,220,31,37,2019-09-01,1,T 16.30-18.00 + 1,WLH 201,4.61,2.84,2129,Performance of Chamber Music
MUSI 222,MUSI,222,13,24,2019-08-26,1,T 18.00-20.00 + 1,STOECK 107,4.45,2.58,2130,The Performance of Vocal Music
MUSI 230,MUSI,230,12,16,2019-08-26,1,F 13.30-15.20,STOECK 313,4.75,3.25,2131,"Composing, Musical Theater"
MUSI 232,MUSI,232,13,22,2019-08-28,1,MW 11.35-12.50 + 1,STOECK B01,4.57,2.41,2132,CentralJavaneseGamelanEnsemble
MUSI 240,MUSI,240,36,37,2019-09-08,1,M 15.30-17.20,STOECK 106,4.44,1.49,2133,The Performance of Early Music
MUSI 275,MUSI,275,12,16,2019-08-28,1,MW 14.30-15.45,STOECK 210,4.57,2.46,2134,Music Cultures of Asia
MUSI 320,MUSI,320,21,30,2019-08-28,1,Th 14.30-16.20 + 1,STOECK 106,3.92,3.54,2135,Composition Seminar I
MUSI 328,MUSI,328,7,13,2019-08-27,1,TTh 13.00-14.15,HEN 313,3.7,1.3,2096,Introduction to Conducting
MUSI 345,MUSI,345,54,54,2019-09-11,1,1 HTBA,NA,4.45,2.92,2136,Lessons
MUSI 350,MUSI,350,4,9,2019-08-30,1,MW 9.00-10.15 + 1,STOECK 107,3.52,3.14,2137,HistWestMusic:MddleAges&Renais
MUSI 381,MUSI,381,32,44,2019-08-28,1,TTh 11.35-12.50,STOECK 312,3.89,2.93,17,"Jazz in Transition, 1960-2000"
MUSI 409,MUSI,409,10,15,2019-08-27,1,TTh 9.00-10.15 + 1,STOECK 210,3.91,3.35,2139,"MusicalSpaces,Sets &Geometries"
MUSI 418,MUSI,418,2,3,2019-08-25,1,MW 10.30-11.20 + 1,STOECK 107,4.47,3.16,2113,EarTrainingfor20thCenturyMusic
MUSI 420,MUSI,420,9,10,2019-08-27,1,Th 14.30-16.20 + 1,STOECK 407,4.2,3.2,2140,Composition Seminar III
MUSI 425,MUSI,425,10,14,2019-09-05,1,T 13.30-15.20,STOECK 407,4.5,3.5,2141,"Special Topics in Music, Mult"
MUSI 428,MUSI,428,34,45,2019-08-28,1,MW 11.35-12.50,HLH17 115,3.34,2.71,533,Algorithmic Computer Music
MUSI 430,MUSI,430,1,3,2019-08-22,1,TTh 13.00-14.15,LEIGH 402,4.47,3.16,2109,Schoenberg’s Pierrot Lunaire
MUSI 438,MUSI,438,3,9,2019-08-31,1,M 9.25-11.15,STOECK 211,0,0,2143,Emotions and Sacred Music
MUSI 445,MUSI,445,27,35,2019-09-06,1,1 HTBA,NA,4.7,3.67,2144,Advanced Lessons
MUSI 449,MUSI,449,9,14,2019-08-30,1,T 9.25-11.15,HEN 314,3.4,2.1,2102,Jazz Improvisation I
MUSI 476,MUSI,476,14,21,2019-08-28,1,M 13.30-15.20,WHC 208,3.75,3.25,1656,Secret Life of Radio
MUSI 495,MUSI,495,2,3,2019-08-31,1,1 HTBA,NA,4.07,3.59,2146,Individual Study
MUSI 496,MUSI,496,1,1,2019-08-22,1,1 HTBA,NA,4.07,3.59,2147,The Senior Recital
MUSI 497,MUSI,497,1,2,2019-08-26,1,1 HTBA,NA,4.5,4.13,2148,Senior Project in Composition
MUSI 498,MUSI,498,2,2,2019-09-09,1,1 HTBA,NA,4.07,3.59,2149,SeniorProject inMusicalTheater
MUSI 499,MUSI,499,3,3,2019-09-10,1,1 HTBA,NA,4.07,3.59,2150,The Senior Essay
NELC 109,NELC,109,23,29,2019-09-03,1,TTh 11.35-12.50,WLH 011,4.42,2.62,215,The Age of Akhenaton
NELC 115,NELC,115,7,9,2019-08-27,1,MW 11.35-12.50,CO493 106,4.19,2.84,2214,Bible in Ancient Near East
NELC 128,NELC,128,19,62,2019-08-28,1,TTh 11.35-12.50,YK220 100,4.33,2.67,1621,Gilgamesh to Persepolis
NELC 129,NELC,129,14,37,2019-08-27,1,T 13.30-15.20,YK220 001,4.05,2.99,40,"Magic&Ritual,Egypt & Near East"
NELC 201,NELC,201,26,42,2019-08-29,1,MW 9.00-10.15,WTS A74,3.91,2.5,887,Arabian Nights
NELC 232,NELC,232,4,6,2019-09-05,1,Th 9.25-11.15,SML 335B,4.3,2.5700000000000003,1711,DeadSeaScrollsDamascusDocument
NELC 311,NELC,311,56,73,2019-08-31,1,MW 10.30-11.20,LORIA 351,3.69,2.95,486,Egypt of the Pharaohs
NELC 354,NELC,354,4,12,2019-08-26,1,MW 11.35-12.50,DOW 112,4.6,3.33,488,Indo-European Linguistics
NELC 381,NELC,381,4,4,2019-08-26,1,W 9.25-11.15,SML 335B,4.3,2.5700000000000003,1719,MidrashSem:SifreShofetim
NELC 471,NELC,471,1,1,2019-09-01,1,1 HTBA,NA,4.52,2.9699999999999998,2222,Directed Reading and Research
NELC 492,NELC,492,2,3,2019-08-25,1,1 HTBA,NA,5,5,2223,The Senior Essay
PHIL 091,PHIL,91,14,123,2019-08-26,1,MW 14.30-15.45,BF S-28,4.43,2.43,2336,Philosophy of Games
PHIL 115,PHIL,115,104,150,2019-08-28,1,TTh 9.00-10.15 + 1,WLH 201,3.68,2.93,2337,First-Order Logic
PHIL 125,PHIL,125,72,106,2019-08-28,1,TTh 11.35-12.25 + 1,LORIA 351,3.43,2.71,480,Intro to Ancient Philosophy
PHIL 130,PHIL,130,20,40,2019-08-27,1,MW 9.00-10.15,WLH 114,4.18,2.88,761,Philosophy of Education
PHIL 192,PHIL,192,17,25,2019-08-28,1,M 13.30-15.20,WLH 112,3.9,3,2340,Metaphysics and Modernity
PHIL 202,PHIL,202,18,99,2019-08-27,1,W 13.30-15.20,WLH 013,4.83,3.75,2341,Existentialism
PHIL 203,PHIL,203,19,40,2019-08-28,1,TTh 11.35-12.50,PH 310,4.55,3.27,641,Ancient Chinese Thought
PHIL 204,PHIL,204,21,29,2019-08-28,1,WF 9.00-10.15,WLH 211,4.05,3.5700000000000003,1376,Kant's Critique of Pure Reason
PHIL 227,PHIL,227,8,30,2019-08-28,1,TTh 11.35-12.50,LC 318,4.07,3.56,900,Literature and Philosophy
PHIL 281,PHIL,281,77,124,2019-08-28,1,TTh 10.30-11.20 + 1,LC 102,3.1,2.32,2345,Infinity
PHIL 402,PHIL,402,31,58,2019-08-28,1,M 13.30-15.20,LC 317,4.04,2.95,506,Heidegger's Being and Time
PHIL 413,PHIL,413,19,40,2019-08-28,1,Th 13.30-15.20,WLH 204,4.05,3.2800000000000002,2347,History of Analytic Philosophy
PHIL 426,PHIL,426,17,139,2019-08-28,1,M 13.30-15.20,WLH 013,4.45,2.61,412,Cognitive Science of Morality
PHIL 442,PHIL,442,14,27,2019-08-27,1,W 13.30-15.20,LC 104,2.9,2.89,2349,Language and Power
PHIL 452,PHIL,452,21,33,2019-08-30,1,T 19.00-20.50,LC 209,3.27,3.09,2350,History of Early Modern Ethics
PHIL 457,PHIL,457,3,23,2019-08-27,1,W 15.30-17.20,LC 208,3.64,2.94,962,Recent Work on Justice
PHIL 480,PHIL,480,2,2,2019-08-31,1,1 HTBA,NA,5,2.88,2352,Tutorial
PHIL 490,PHIL,490,9,9,2019-09-05,1,1 HTBA,NA,4.79,3.87,2353,The Senior Essay
PHIL 494,PHIL,494,5,8,2019-08-29,1,T 15.30-17.20,YK212 004,3.8200000000000003,3.31,2354,Topics in Kant
PHIL 495,PHIL,495,21,54,2019-08-29,1,M 9.25-11.15,LC 319,4.06,3.49,2355,Philosophy of Mind and AI
PHIL 497,PHIL,497,14,28,2019-08-30,1,T 13.30-15.20,WLH 204,4.16,3.29,2356,Knowledge and Action
PHYS 040,PHYS,40,18,101,2019-08-26,1,TTh 11.35-12.50,WLH 209,4.77,2.12,318,Expanding Ideas of Time &Space
PHYS 050,PHYS,50,10,46,2019-08-26,1,MW 14.30-15.45,AKW 100,3.35,1.96,190,Scie of Modern Tech&PublicPlcy
PHYS 151,PHYS,151,56,69,2019-08-28,1,MW 11.35-12.50,WTS A60,3.33,3.77,191,MultivariblCalculsForEngineers
PHYS 165L,PHYS,165,241,263,2019-08-28,1,1 HTBA,NA,2.96,2.65,2363,General Physics Laboratory
PHYS 170,PHYS,170,101,112,2019-08-30,1,MW 11.35-12.50,SCL 160,3.22,4.32,2364,UniversityPhysics:LifeSciences
PHYS 180,PHYS,180,212,287,2019-08-27,1,MW 11.35-12.50,SPL 59,3.69,4.28,2365,University Physics
PHYS 200,PHYS,200,62,78,2019-08-28,1,MW 11.35-12.50,SPL 57,3,3.5,2366,Fundamentals of Physics
PHYS 205L,PHYS,205,36,79,2019-08-27,1,1 HTBA,NA,2.68,3.15,2367,Modern Physical Measurement
PHYS 206L,PHYS,206,15,28,2019-08-27,1,1 HTBA,NA,3,3.92,2368,Modern Physical Measurement
PHYS 210,PHYS,210,0,1,2019-08-22,NA,NA,NA,0,0,2369,Electronics for the Physicist
PHYS 260,PHYS,260,43,49,2019-08-27,1,MW 11.35-12.50,SCL 111,3.33,3.22,2370,Intensive Introductory Physics
PHYS 293,PHYS,293,5,7,2019-08-28,1,TTh 13.00-14.15,HLH17 YQI,3.13,4.2,193,Einstein and Modern Physics
PHYS 295,PHYS,295,24,29,2019-09-03,1,MWF 10.30-11.20,HLH17 113,4.69,3.55,323,Research Methods: Astrophysics
PHYS 301,PHYS,301,24,35,2019-08-29,1,TTh 11.35-12.50,SPL 63,3.35,2.5300000000000002,2373,IntroMathematclMethdsOfPhysics
PHYS 342,PHYS,342,15,26,2019-08-27,1,MW 11.35-12.50,KGL 119,4.07,2.12,1266,IntroEarth&EnvironmentlPhysics
PHYS 353,PHYS,353,32,38,2019-08-26,1,TTh 9.00-10.15,WLH 116,2.94,4.13,340,Introduction to Biomechanics
PHYS 401,PHYS,401,25,36,2019-08-27,1,MW 11.35-12.50,WTS B60,4.35,4.35,2376,Advanced Classical Physics
PHYS 410,PHYS,410,38,49,2019-08-27,1,MW 11.35-12.50,SPL 56,3.44,3.24,2377,Classical Mechanics
PHYS 420,PHYS,420,32,39,2019-08-27,1,MW 9.00-10.15,SPL 63,3.9699999999999998,4.75,194,Thermodynmcs&StatstcalMechancs
PHYS 428,PHYS,428,26,30,2019-08-27,1,MWF 10.30-11.20,KGL 116,3.95,3.03,128,Science of Complex Systems
PHYS 439,PHYS,439,21,22,2019-08-27,1,TTh 13.00-14.15,ML 107,2.93,3.71,195,Basic Quantum Mechanics
PHYS 441,PHYS,441,22,25,2019-08-31,1,MW 11.35-12.50,SPL 63,3.59,3.45,2381,QuantumMechnics&NatrlPhnomnaII
PHYS 448,PHYS,448,23,31,2019-08-27,1,TTh 13.00-14.15,BCT 408,4.17,3.17,196,Solid State Physics I
PHYS 458,PHYS,458,15,21,2019-09-03,1,TTh 11.35-12.50,BCT 508,4,3,197,Principles of Optics with Apps
PHYS 460,PHYS,460,14,22,2019-08-27,1,MW 9.00-10.15,SPL 56,3.5,3.5,2384,MathematicalMethodsOfPhysics
PHYS 469,PHYS,469,3,3,2019-08-23,1,1 HTBA,NA,3.5300000000000002,3.96,2385,Independent Research Physics
PHYS 471,PHYS,471,25,28,2019-09-05,1,1 HTBA,NA,3.99,3.42,2386,IndependentProjectsInPhysics
PLSC 028,PLSC,28,18,101,2019-08-26,1,TTh 14.30-15.45,SML 177,4.53,3.71,2401,American Constitutionalism
PLSC 040,PLSC,40,18,47,2019-08-26,1,TTh 14.30-15.45,WTS A35,0,0,2402,How to Read the News
PLSC 113,PLSC,113,74,108,2019-08-29,1,TTh 10.30-11.20 + 1,LUCE 101,3.32,2.73,2403,Intro to American Politics
PLSC 114,PLSC,114,60,88,2019-08-28,1,MW 13.30-14.20 + 1,LC 101,3.2800000000000002,3.65,2404,Intro to Political Philosophy
PLSC 116,PLSC,116,60,85,2019-08-27,1,MW 10.30-11.20 + 1,LUCE 101,3.16,2.94,2405,Comparative Politics
PLSC 121,PLSC,121,62,96,2019-08-28,1,TTh 9.00-10.15,WLH 208,4.67,3,2064,IR of the Middle East
PLSC 123,PLSC,123,8,38,2019-08-25,1,T 15.30-17.20,RKZ 08,4.27,2.25,2407,PoliticalEconomy of ForeignAid
PLSC 137,PLSC,137,18,66,2019-08-28,1,W 13.30-15.20,RKZ 102,4.31,3.17,1300,Terrorism
PLSC 141,PLSC,141,11,26,2019-08-29,1,W 13.30-15.20 + 1,WALL81 101,3.8,2.49,1302,Global Governance
PLSC 149,PLSC,149,132,170,2019-09-04,1,MW 13.00-14.15,OML 202,3.7,2.8,1044,Sustainability in 21st Century
PLSC 152,PLSC,152,19,47,2019-08-28,1,M 13.30-15.20,RKZ 202,4.2,3.15,966,GlobalFirms&NationalGovernmnts
PLSC 159,PLSC,159,2,9,2019-08-25,1,M 9.25-11.15,HLH28 108,3.43,2.43,713,Political Economy of Migration
PLSC 161,PLSC,161,17,19,2019-09-04,1,M 14.30-16.20,WALL81 101,3.7800000000000002,3.94,1315,Studies in Grand Strategy II
PLSC 163,PLSC,163,8,12,2019-08-28,1,M 9.25-11.15,WTS B52,0,0,2414,US Russian Relations
PLSC 171,PLSC,171,15,37,2019-08-27,1,W 15.30-17.20,RKZ 08,4,3,2415,Politics of Forced Migrations
PLSC 172,PLSC,172,9,89,2019-08-28,1,MW 11.35-12.50,EVANS 4400,3.37,2,2011,"Strategy, Technology, and War"
PLSC 178,PLSC,178,19,38,2019-08-27,1,W 9.25-11.15,RKZ 102,4.07,3.21,2417,U.S.–Mexico Relations
PLSC 187,PLSC,187,4,19,2019-08-29,1,M 15.30-17.20,RKZ 04,3.98,2.86,2418,Central Asia in Intl Affairs
PLSC 188,PLSC,188,56,64,2019-08-30,1,MWF 14.30-15.20,NA,4.1,4.05,1301,ApproachesTo InternatlSecurity
PLSC 195,PLSC,195,9,19,2019-09-02,1,T 13.30-15.20,WTS B30,4.38,3.75,980,CorruptionGovernReform21stC
PLSC 197,PLSC,197,5,11,2019-08-27,1,T 13.30-15.20,WTS A48,0,0,2421,India's National Security
PLSC 200,PLSC,200,18,67,2019-08-27,1,W 13.30-15.20,WLH 203,3.18,3.3,14,Crime and Punishment in Cities
PLSC 205,PLSC,205,9,25,2019-08-28,1,TTh 10.30-11.20 + 1,WLH 117,3.76,3.15,2423,PoliticalDevpmtAmerPresidency
PLSC 209,PLSC,209,20,52,2019-08-27,1,W 13.30-15.20,PR77 A001,3.3,2.5,1413,Congress in Light of History
PLSC 212,PLSC,212,21,77,2019-08-27,1,Th 9.25-11.15,RKZ 202,4.16,3.74,983,Democracy and Sustainability
PLSC 220,PLSC,220,18,43,2019-08-29,1,T 9.25-11.15,RKZ 02,4.35,3.13,2426,Gender Politics
PLSC 223,PLSC,223,14,28,2019-08-27,1,W 15.30-17.20,RKZ 02,4.6,3.3,764,Theory&PracticeCivicEducation
PLSC 225,PLSC,225,14,19,2019-08-29,1,T 9.25-11.15,RKZ 05,4.31,1.8,2428,Ideas of Representation
PLSC 228,PLSC,228,15,106,2019-08-27,1,W 18.30-20.20,HLH31 108,4.89,3.11,972,First Amendment&Ethics of Law
PLSC 233,PLSC,233,150,207,2019-08-28,1,MW 11.35-12.50,WLH 201,4.09,3.66,2430,Constitutional Law
PLSC 235,PLSC,235,9,29,2019-08-28,1,F 9.25-11.15,RKZ 102,3.7199999999999998,2.67,2431,PolitcalJournalsm&PublicPolicy
PLSC 238,PLSC,238,13,17,2019-08-26,1,T 13.30-15.20,YK212 004A,3.25,3.38,766,The Education Beat
PLSC 241,PLSC,241,10,27,2019-08-28,1,Th 13.30-15.20,RKZ 08,4.02,3.17,2433,The Making of Political News
PLSC 249,PLSC,249,11,18,2019-09-04,1,M 13.30-15.20,RKZ 06,3.71,2.12,2434,American Mass Media
PLSC 253,PLSC,253,15,20,2019-08-27,1,M 9.00-10.50,LC 103,4.23,3.87,932,Journalism
PLSC 254,PLSC,254,51,70,2019-09-03,1,TTh 11.35-12.25 + 1,WLH 119,3.43,2.52,2436,Politicl Parties in AmerSystem
PLSC 258,PLSC,258,18,35,2019-08-29,1,T 9.25-11.15,WLH 003,4.71,3,979,Democracy and Bureaucracy
PLSC 262,PLSC,262,175,346,2019-08-29,1,TTh 13.00-14.15,WLH 201,4.71,3.51,71,"Race, Politics, and Law"
PLSC 270,PLSC,270,53,60,2019-09-09,1,TTh 13.00-14.15,LUCE 101,3.77,2.68,2034,Capitalism in America
PLSC 274,PLSC,274,17,38,2019-08-27,1,Th 9.25-11.15,RKZ 102,4.07,3.13,2440,MakingPublicChoices inNewHaven
PLSC 283,PLSC,283,3,23,2019-08-27,1,W 15.30-17.20,LC 208,3.64,2.94,962,Recent Work on Justice
PLSC 284,PLSC,284,8,20,2019-08-28,1,W 13.30-15.20,NA,4.23,2.88,976,Capitalism/Business Ethics
PLSC 286,PLSC,286,11,27,2019-08-27,1,W 9.25-11.15,RKZ 02,4.02,3.38,1441,Democracy & French Revolution
PLSC 290,PLSC,290,50,92,2019-08-29,1,MW 10.30-11.20 + 1,WTS A51,3.71,2.52,2444,FoundationsOfModrnSocialTheory
PLSC 297,PLSC,297,21,63,2019-08-28,1,T 13.30-15.20,HLH31 108,4.62,3.07,973,Moral Choices in Politics
PLSC 307,PLSC,307,13,45,2019-08-27,1,MW 14.30-15.45,WLH 007,4.64,3.36,1646,Trials of Uncertainty
PLSC 310,PLSC,310,15,24,2019-08-28,1,Th 9.25-11.15,RKZ 05,3.56,3.15,769,Idolizing Education
PLSC 312,PLSC,312,20,79,2019-08-31,1,T 15.30-17.20,RKZ 06,3.99,3.2800000000000002,2448,Punishment
PLSC 313,PLSC,313,21,104,2019-08-27,1,W 15.30-17.20 + 1,WTS A42,4.15,2.4,982,Bioethics Politics & Economics
PLSC 314,PLSC,314,23,39,2019-08-30,1,TTh 14.30-15.45 + 1,WLH 112,4.68,3.77,1652,The Puritans to the Civil War
PLSC 321,PLSC,321,0,1,2019-08-27,1,1 HTBA,NA,3.8200000000000003,3.68,1314,Studies in Grand Strategy I
PLSC 334,PLSC,334,19,40,2019-08-29,1,Th 13.30-15.20,WLH 011,4.62,3.46,1465,Liberalism
PLSC 337,PLSC,337,17,25,2019-09-01,1,W 13.30-15.20,WTS B51,4.18,3.39,2453,Post-national Constitution
PLSC 338,PLSC,338,16,21,2019-08-28,1,W 13.30-15.20,RKZ 08,4.01,3.02,1459,"Wahhabism: Pol, Hist, Ethics"
PLSC 340,PLSC,340,56,71,2019-09-03,1,TTh 14.30-15.45,DL 220,3.56,2.9699999999999998,2455,Measuring Impact
PLSC 344,PLSC,344,107,145,2019-09-02,1,MW 14.30-15.20 + 1,OML 202,3.25,2.92,970,Game Theory& Political Science
PLSC 354,PLSC,354,17,40,2019-08-28,1,T 15.30-17.20,RKZ 102,3.9699999999999998,2.99,967,The European Union
PLSC 368,PLSC,368,8,13,2019-08-27,1,W 15.30-17.20,WALL81 301,4,3.17,2458,Authoritarian & Totalitarian
PLSC 372,PLSC,372,0,1,2019-08-22,1,1 HTBA,NA,3.5300000000000002,2.96,964,Politics and Markets
PLSC 393,PLSC,393,15,27,2019-08-28,1,M 9.25-11.15 + 1,BRW35 221,4.01,3.4,2460,Comparative Constitutional Law
PLSC 395,PLSC,395,16,19,2019-08-29,1,T 9.25-11.15,RKZ 202,4.5,3.25,978,Adv Industrialized Democracies
PLSC 400,PLSC,400,19,26,2019-08-31,1,MW 11.35-12.50,WLH 208,4.25,2.9,981,Communism & Conflict in Europe
PLSC 401,PLSC,401,12,23,2019-08-28,1,W 13.30-15.20,WTS A38,4.04,3.3,53,Democracy&PublicPolicyinAfrica
PLSC 403,PLSC,403,10,21,2019-08-31,1,MW 11.35-12.50,WLH 211,3.93,2.6,2464,Pol Econ of Gender Inequality
PLSC 405,PLSC,405,130,220,2019-08-28,1,TTh 11.35-12.50,SSS 114,3.25,2.75,582,Power&Politics in Today'sWorld
PLSC 409,PLSC,409,18,30,2019-08-30,1,T 13.30-15.20,RKZ 02,4.14,3.16,1298,Civil Conflict
PLSC 410,PLSC,410,13,26,2019-08-27,1,W 13.30-15.20,RKZ 301,4.1,3.1,2467,Political Protests
PLSC 411,PLSC,411,18,59,2019-08-28,1,Th 13.30-15.20,RKZ 06,4.75,2.25,44,"Markets,Socialism,Development"
PLSC 420,PLSC,420,12,28,2019-08-28,1,Th 13.30-15.20,RKZ 102,3.88,3.2800000000000002,164,Rivers: Nature and Politics
PLSC 423,PLSC,423,18,48,2019-08-28,1,T 13.30-15.20,RKZ 102,4.34,3.19,965,PolitclEconmyOfPovrtyAlleviatn
PLSC 425,PLSC,425,12,27,2019-08-29,1,M 13.30-15.20,RKZ 301,4.17,3.4,2471,Democratization
PLSC 426,PLSC,426,3,18,2019-08-29,1,Th 13.30-15.20,WTS A68,4,3.91,1303,Arab Uprisings Compared
PLSC 427,PLSC,427,133,206,2019-08-28,1,MW 11.35-12.25 + 1,DL 220,3.77,2.3,1317,"Sex, Markets, and Power"
PLSC 428,PLSC,428,11,27,2019-08-30,1,Th 13.30-15.20,RKZ 02,3.84,3.21,963,Comparative Welfare Policy
PLSC 433,PLSC,433,2,3,2019-08-30,1,MW 13.30-14.20 + 1,BF S-28,3.99,2.93,631,Comparative Politics Eurasia
PLSC 434,PLSC,434,3,4,2019-09-03,1,T 15.30-17.20,WTS B51,3.43,2.91,2476,Media and De-democratization
PLSC 435,PLSC,435,29,46,2019-08-28,1,TTh 10.30-11.20,WLH 208,4.17,2.92,2072,IslamToday:Jihad&Fundamentalsm
PLSC 437,PLSC,437,25,57,2019-08-29,1,TTh 14.30-15.45,WLH 211,4.14,2.79,1002,PoliticsEthnicNationalIdentity
PLSC 445,PLSC,445,15,41,2019-08-27,1,T 13.30-15.20,RKZ 06,4,2.67,1296,The Politics of Fascism
PLSC 452,PLSC,452,67,119,2019-08-29,1,TTh 13.00-14.15,OML 202,3.43,3.06,957,IntroStatistics:PolitclScience
PLSC 453,PLSC,453,100,117,2019-09-02,1,TTh 13.00-14.15,OML 202,3.68,2.91,959,IntroStatistics:SocialSciences
PLSC 471,PLSC,471,6,6,2019-09-09,1,1 HTBA,NA,4.83,3.58,2482,Individual Reading for Majors
PLSC 480,PLSC,480,9,13,2019-09-03,1,1 HTBA,NA,4.32,4.16,2483,One-Term Senior Essay
PLSC 490,PLSC,490,15,16,2019-08-27,1,F 9.25-11.15,PR77 A001,3.43,2.25,2484,The Senior Colloquium
PSYC 110,PSYC,110,154,201,2019-08-27,1,TTh 13.00-14.15,YSB MARSH,3.99,2.9,2523,Introduction to Psychology
PSYC 125,PSYC,125,28,81,2019-08-27,1,W 13.30-15.20,CSC SENN,4.34,2.68,462,Child Development
PSYC 127,PSYC,127,16,43,2019-08-28,1,T 14.30-16.20,CALHIL DCC,4.43,2.89,463,Early Childhood Education
PSYC 130,PSYC,130,173,223,2019-08-28,1,TTh 14.30-15.45,WLH 201,3.59,2.69,408,Intro to Cognitive Science
PSYC 160,PSYC,160,210,257,2019-08-27,1,MW 13.00-14.15,SSS 114,3.66,3.5,2225,The Human Brain
PSYC 179,PSYC,179,492,572,2019-08-29,1,MW 11.35-12.50,SLB AUD,4.61,2.3,2528,Thinking
PSYC 235,PSYC,235,28,41,2019-08-27,1,MW 9.00-10.15,DOW 100,4,3.81,2529,ResMethods Writing Intensive
PSYC 304,PSYC,304,29,69,2019-08-28,1,TTh 13.00-14.15,HLH17 115,3.76,2.8200000000000003,702,Economics and Psychology
PSYC 317,PSYC,317,19,42,2019-08-28,1,TTh 14.30-15.45,SML 118A,4.36,3.52,765,Language and Mind
PSYC 326,PSYC,326,19,52,2019-08-27,1,MW 14.30-15.45,SSS 201,4.76,3.09,2532,Psychotherapy
PSYC 330,PSYC,330,30,125,2019-08-27,1,MW 13.00-14.15,K 207,3.99,3.11,2533,Psychology and the Law
PSYC 334,PSYC,334,24,67,2019-08-28,1,TTh 16.00-17.15,CSC SENN,3.59,1.9500000000000002,464,Developmental Psychopathology
PSYC 352,PSYC,352,54,175,2019-08-26,1,TTh 9.00-10.15,HLH17 05,3.99,2.18,410,The Adolescent Brain
PSYC 372,PSYC,372,7,7,2019-08-27,1,W 16.00-17.50,CO493 103,4.48,3.08,1799,ResearchMethods in Linguistics
PSYC 376,PSYC,376,35,60,2019-08-29,1,TTh 13.00-14.15,HLH17 111,3.76,3.01,2229,Learning and Memory
PSYC 409,PSYC,409,10,39,2019-08-27,1,W 13.30-15.20,HLH17 113,4.27,3.44,2538,Science of Free Will
PSYC 416,PSYC,416,19,44,2019-09-03,1,T 13.30-15.20,SSS 201,4.6,3.4,2539,The Psychology of Group Life
PSYC 417,PSYC,417,20,55,2019-08-27,1,Th 9.25-11.15,K 207,4.5,3.01,2540,Etiology&TreatmentofAddictions
PSYC 422,PSYC,422,17,139,2019-08-28,1,M 13.30-15.20,WLH 013,4.45,2.61,412,Cognitive Science of Morality
PSYC 430,PSYC,430,20,50,2019-08-30,1,T 9.25-11.15,SSS 201,4.55,2.91,2542,Topics in Cultural Psychology
PSYC 493,PSYC,493,37,39,2019-09-09,1,1 HTBA,NA,4.37,3.29,2543,Directed Research
PSYC 495,PSYC,495,29,30,2019-09-10,1,1 HTBA,NA,4.3,2.68,2544,Research Topics
PSYC 499,PSYC,499,10,11,2019-09-04,1,1 HTBA,NA,4.57,4.07,2545,Senior Essay
RLST 007,RLST,7,17,78,2019-08-26,1,MW 14.30-15.45,SML 120B,4.47,3.5,2684,What Didn't Make It into Bible
RLST 015,RLST,15,9,14,2019-08-27,1,MW 14.30-15.45,WTS A39,4.11,3.06,2685,Gods&Heroes inIndianReligions
RLST 018,RLST,18,3,12,2019-08-27,1,MW 11.35-12.50,CO451 B-04,3.2,2.8,2686,Yoga in South Asia and Beyond
RLST 100,RLST,100,4,28,2019-08-28,1,TTh 14.30-15.45,WLH 120,3.56,2.22,2068,Intro to World Religions
RLST 107,RLST,107,17,25,2019-08-28,1,M 13.30-15.20,WLH 112,3.9,3,2340,Metaphysics and Modernity
RLST 115,RLST,115,50,77,2019-08-30,1,MW 13.30-14.20,WTS A30,4.45,3.5,67,Build an American Religion
RLST 130,RLST,130,2,7,2019-09-01,1,TTh 13.30-14.20,WLH 004,4.46,3.51,651,Chinese Religion
RLST 160,RLST,160,35,52,2019-08-28,1,TTh 14.30-15.20,WLH 116,4.42,2.88,1439,Catholic IntellectualTradition
RLST 188,RLST,188,15,40,2019-08-28,1,TTh 14.30-15.45,LORIA 351,3.84,2.24,1552,BuddhistArt&Archtectr900to1600
RLST 197,RLST,197,2,3,2019-08-29,1,Th 13.30-15.20,PH 312,3.5300000000000002,3.06,2693,Introduction to Jain Prakrit
RLST 201,RLST,201,7,20,2019-08-28,1,W 9.25-11.15,LC 103,3.83,2.67,1428,MedievalJewsChristians&Muslims
RLST 223,RLST,223,4,11,2019-08-29,1,TTh 16.00-17.15,WLH 001,0,0,2695,Prophets&Prophethood in Islam
RLST 233,RLST,233,17,38,2019-08-27,1,Th 13.30-15.20,BF S-28,4.8100000000000005,2.95,909,Poetry and Faith
RLST 245,RLST,245,23,29,2019-09-03,1,TTh 11.35-12.50,WLH 011,4.42,2.62,215,The Age of Akhenaton
RLST 251,RLST,251,14,37,2019-08-27,1,T 13.30-15.20,YK220 001,4.05,2.99,40,"Magic&Ritual,Egypt & Near East"
RLST 260,RLST,260,14,31,2019-08-27,1,Th 13.30-15.20,WALL81 301,4.37,3.41,95,"Religion, War, and America"
RLST 266,RLST,266,15,36,2019-09-02,1,T 15.30-17.20,WLH 002,4.26,3.56,1635,Possession
